наименование,URL,цена
SAMSUNG,https://www.avito.ru/izhevsk/telefony/samsung_1303520552,4 900    руб.,//75.img.avito.st/208x156/5521441975.jpg
SAMSUNGGalaxyS456789Note45Оригинал,https://www.avito.ru/rostov-na-donu/telefony/samsung_galaxy_s456789_note_45_original_1256521489,4 990    руб.,//35.img.avito.st/208x156/5579042835.jpg
SAMSUNG,https://www.avito.ru/ufa/telefony/samsung_1804027614?slocation=621540,2 200    руб.,//66.img.avito.st/208x156/6228802566.jpg
Самсунг,https://www.avito.ru/groznyy/telefony/samsung_1813191003,8    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNGGalaxyA20,https://www.avito.ru/voronezh/telefony/samsung_galaxy_a20_1813088338,10 990    руб.,//49.img.avito.st/208x156/6141369949.jpg
Самсунг,https://www.avito.ru/nizhnevartovsk/telefony/samsung_1810224426?slocation=621540,2 000    руб.,//96.img.avito.st/208x156/6228697996.jpg
Самсунг,https://www.avito.ru/irkutsk/telefony/samsung_1814172137?slocation=621540,6 000    руб.,//62.img.avito.st/208x156/6228657162.jpg
SAMSUNGGalaxyS108128GB,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s10_8128gb_1494847901,47 265    руб.,//15.img.avito.st/208x156/5972238715.jpg
SAMSUNG,https://www.avito.ru/novorossiysk/telefony/samsung_1563363767,5 500    руб.,//74.img.avito.st/208x156/4994901474.jpg
Самсунг,https://www.avito.ru/saratov/telefony/samsung_1769646000?slocation=621540,250    руб.,//50.img.avito.st/208x156/5957777350.jpg
SAMSUNG,https://www.avito.ru/vyborg/telefony/samsung_1803352041?slocation=621540,199    руб.,//75.img.avito.st/208x156/6087719875.jpg
SAMSUNGgalaxySS9S8S7S6S5S4edgeplus,https://www.avito.ru/moskva/telefony/samsung_galaxy_s_s9_s8_s7_s6_s5_s4_edgeplus_1777866677,4 699    руб.,//23.img.avito.st/208x156/5896976123.jpg
SAMSUNGA5,https://www.avito.ru/voronezh/telefony/samsung_a5_1812243602,5 490    руб.,//48.img.avito.st/208x156/6157411148.jpg
SAMSUNGGalaxyS9,https://www.avito.ru/lipetsk/telefony/samsung_galaxy_s9_1772335451?slocation=621540,21 990    руб.,//23.img.avito.st/208x156/5830148823.jpg
SAMSUNG,https://www.avito.ru/vladikavkaz/telefony/samsung_1262488057?slocation=621540,8 000    руб.,//75.img.avito.st/208x156/5095596175.jpg
SAMSUNG,https://www.avito.ru/kemerovo/telefony/samsung_1814310649?slocation=621540,8 000    руб.,//09.img.avito.st/208x156/6230302909.jpg
SAMSUNGGalaxyS6Edge,https://www.avito.ru/staryy_oskol/telefony/samsung_galaxy_s6_edge_1758342379?slocation=621540,6 490    руб.,//92.img.avito.st/208x156/5940506392.jpg
Самсунг,https://www.avito.ru/moskva/telefony/samsung_1779476640,Цена не указана руб.,//42.img.avito.st/208x156/5738066142.jpg
Ремонтхолодильниковнадому,https://www.avito.ru/novosibirsk/predlozheniya_uslug/remont_holodilnikov_na_domu_1809007418,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Современныйигровойпкi36100Gtx1050ti12ram,https://www.avito.ru/saratov/nastolnye_kompyutery/sovremennyy_igrovoy_pk_i3_6100_gtx1050ti_12ram_1304542056?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
ВидеокамераSAMSUNGHMXH400вотличномсостоянии,https://www.avito.ru/tula/audio_i_video/videokamera_samsung_hmx-h400_v_otlichnom_sostoyanii_1821688045?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/rostov-na-donu/planshety_i_elektronnye_knigi/samsung_1804492227,5 900    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/kstovo/telefony/samsung_910094601,500    руб.,//65.img.avito.st/208x156/3307911165.jpg
SAMSUNGGalaxyA8,https://www.avito.ru/staryy_oskol/telefony/samsung_galaxy_a8_1758847150?slocation=621540,9 990    руб.,//29.img.avito.st/208x156/5940599829.jpg
SAMSUNG,https://www.avito.ru/lyubertsy/telefony/samsung_1821559171?slocation=621540,4 000    руб.,//66.img.avito.st/208x156/6016941266.jpg
S10,https://www.avito.ru/tula/telefony/s10_1820708451?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Пультдлятелевизора,https://www.avito.ru/kazan/audio_i_video/pult_dlya_televizora_1764751404,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Стиральнаямашина,https://www.avito.ru/sankt-peterburg/bytovaya_tehnika/stiralnaya_mashina_1793135797,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNGGalaxyS7Edge,https://www.avito.ru/staryy_oskol/telefony/samsung_galaxy_s7_edge_1757965605?slocation=621540,7 490    руб.,//48.img.avito.st/208x156/5940524948.jpg
SAMSUNG,https://www.avito.ru/voronezh/telefony/samsung_1398234682?slocation=621540,6 000    руб.,//49.img.avito.st/208x156/5003480749.jpg
SAMSUNG,https://www.avito.ru/ekaterinburg/telefony/samsung_1791208640?slocation=621540,2 400    руб.,//85.img.avito.st/208x156/6230199785.jpg
SAMSUNGGalaxyA3,https://www.avito.ru/staryy_oskol/telefony/samsung_galaxy_a3_1757998543?slocation=621540,3 290    руб.,//10.img.avito.st/208x156/5940628710.jpg
SAMSUNG,https://www.avito.ru/tuymazy/telefony/samsung_1791169841?slocation=621540,3 200    руб.,//46.img.avito.st/208x156/6228020646.jpg
SAMSUNG,https://www.avito.ru/groznyy/telefony/samsung_1791568230,Цена не указана руб.,//98.img.avito.st/208x156/6227995598.jpg
SAMSUNGGalaxyS9S8S10S7edgeNote89,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s9_s8_s10_s7_edge_note_8_9_1334848177,7 900    руб.,//36.img.avito.st/208x156/5410503636.jpg
SAMSUNG,https://www.avito.ru/sterlitamak/telefony/samsung_1813002792?slocation=621540,7 000    руб.,//79.img.avito.st/208x156/6223863679.jpg
SAMSUNGGalaxyA5,https://www.avito.ru/staryy_oskol/telefony/samsung_galaxy_a5_1758908048?slocation=621540,3 490    руб.,//16.img.avito.st/208x156/5940470416.jpg
SAMSUNG,https://www.avito.ru/vyborg/telefony/samsung_1403665363,2 000    руб.,//67.img.avito.st/208x156/6112935567.jpg
SAMSUNG,https://www.avito.ru/sankt-peterburg/telefony/samsung_1409335321,1 000    руб.,//35.img.avito.st/208x156/5286391735.jpg
SAMSUNG,https://www.avito.ru/sergiev_posad/telefony/samsung_1766280955?slocation=621540,3 500    руб.,//79.img.avito.st/208x156/5926104779.jpg
Самсунг,https://www.avito.ru/ob/telefony/samsung_1811312074,3 000    руб.,//05.img.avito.st/208x156/6230130505.jpg
SAMSUNG,https://www.avito.ru/ekaterinburg/telefony/samsung_1790522926,17 000    руб.,//86.img.avito.st/208x156/6223566186.jpg
SAMSUNG,https://www.avito.ru/nadym/planshety_i_elektronnye_knigi/samsung_1685645091,5 000    руб.,//85.img.avito.st/208x156/5055526685.jpg
SAMSUNGGalaxyA10A30A40A50A60A80S10S10eкредит,https://www.avito.ru/moskva/telefony/samsung_galaxy_a10a30a40a50a60a80_s10s10e_kredit_1402194445,4 990    руб.,//43.img.avito.st/208x156/6186245643.jpg
SAMSUNG,https://www.avito.ru/anzhero-sudzhensk/telefony/samsung_1414316324,17 000    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/cherepovets/telefony/samsung_973380245?slocation=621540,5 000    руб.,//21.img.avito.st/208x156/5274343621.jpg
SAMSUNG,https://www.avito.ru/sankt-peterburg/telefony/samsung_1811908814,9 100    руб.,//96.img.avito.st/208x156/6223176096.jpg
SAMSUNG,https://www.avito.ru/ust-katav/telefony/samsung_1784204415,350    руб.,//67.img.avito.st/208x156/5838350467.jpg
SAMSUNG,https://www.avito.ru/nahodka/telefony/samsung_1805292901?slocation=621540,1 000    руб.,//30.img.avito.st/208x156/6230039230.jpg
SAMSUNG,https://www.avito.ru/novomoskovsk/telefony/samsung_1508760677?slocation=621540,7 000    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/krasnodar/telefony/samsung_1806454540?slocation=621540,1 500    руб.,//52.img.avito.st/208x156/6226811352.jpg
SAMSUNG,https://www.avito.ru/rubtsovsk/telefony/samsung_1820648596?slocation=621540,16 000    руб.,//57.img.avito.st/208x156/6064114257.jpg
Самсунг,https://www.avito.ru/smolensk/telefony/samsung_1811137159?slocation=621540,1 500    руб.,//72.img.avito.st/208x156/6079204472.jpg
SAMSUNG,https://www.avito.ru/vladikavkaz/telefony/samsung_1806116780?slocation=621540,50 000    руб.,//08.img.avito.st/208x156/6217929008.jpg
Самсунг,https://www.avito.ru/samara/telefony/samsung_1812325206?slocation=621540,6 000    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/engels/telefony/samsung_1319658447?slocation=621540,6 000    руб.,//35.img.avito.st/208x156/5387198735.jpg
SAMSUNG,https://www.avito.ru/kemerovo/telefony/samsung_1794899532,8 990    руб.,//63.img.avito.st/208x156/6078433963.jpg
Самсунг,https://www.avito.ru/chelyabinsk/telefony/samsung_1795883540?slocation=621540,1 000    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Самсунг,https://www.avito.ru/sankt-peterburg/telefony/samsung_1790449105?slocation=621540,4 000    руб.,//77.img.avito.st/208x156/6040727377.jpg
SAMSUNG,https://www.avito.ru/irkutsk/telefony/samsung_1774316768?slocation=621540,10 000    руб.,//81.img.avito.st/208x156/6226938881.jpg
SAMSUNG,https://www.avito.ru/perm/telefony/samsung_1513545795?slocation=621540,5 000    руб.,//58.img.avito.st/208x156/5316888758.jpg
SAMSUNG,https://www.avito.ru/volgograd/telefony/samsung_1812888936?slocation=621540,10 000    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Самсунг,https://www.avito.ru/ekaterinburg/telefony/samsung_1778149153?slocation=621540,700    руб.,//01.img.avito.st/208x156/5929852601.jpg
SAMSUNG,https://www.avito.ru/lyubertsy/telefony/samsung_927903272,21 000    руб.,//64.img.avito.st/208x156/4861081764.jpg
SAMSUNG,https://www.avito.ru/cheboksary/telefony/samsung_1384597035?slocation=621540,1 500    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/syktyvkar/telefony/samsung_1786660047,8 000    руб.,//44.img.avito.st/208x156/5784659944.jpg
Самсунг,https://www.avito.ru/kazan/telefony/samsung_1793708704?slocation=621540,500    руб.,//21.img.avito.st/208x156/6229771421.jpg
SAMSUNG,https://www.avito.ru/noginsk/telefony/samsung_1147859244,200    руб.,//69.img.avito.st/208x156/4607178869.jpg
SAMSUNG,https://www.avito.ru/orsk/telefony/samsung_1791952907?slocation=621540,2 500    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/simferopol/telefony/samsung_1790836365?slocation=621540,5 500    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNGGalaxyA5,https://www.avito.ru/belgorod/telefony/samsung_galaxy_a5_1795529465?slocation=621540,3 490    руб.,//97.img.avito.st/208x156/6200672697.jpg
SAMSUNGGalaxyA40,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_a40_1410483051,13 655    руб.,//43.img.avito.st/208x156/6063543343.jpg
SAMSUNGGalaxyS3S4S5,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s3s4s5_1779740242,3 500    руб.,//32.img.avito.st/208x156/5931855832.jpg
SAMSUNG,https://www.avito.ru/sankt-peterburg/telefony/samsung_1787993674?slocation=621540,3 500    руб.,//77.img.avito.st/208x156/5817428477.jpg
SAMSUNG,https://www.avito.ru/yaroslavl/telefony/samsung_1080885149?slocation=621540,2 000    руб.,//50.img.avito.st/208x156/4606853050.jpg
Самсунг,https://www.avito.ru/nazran/telefony/samsung_1771012328?slocation=621540,1 700    руб.,//48.img.avito.st/208x156/5924124548.jpg
Самсунг,https://www.avito.ru/chernyahovsk/telefony/samsung_1050422834,100    руб.,//49.img.avito.st/208x156/5248737549.jpg
VertuConstellationPureSilverLimited,https://www.avito.ru/moskva/telefony/vertu_constellation_pure_silver_limited_1794545022?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Компьютернаяпомощь,https://www.avito.ru/cheboksary/predlozheniya_uslug/kompyuternaya_pomosch_1781086307,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
ПланшетSAMSUNGGalaxyTabActive280SMT39516,https://www.avito.ru/nizhnevartovsk/planshety_i_elektronnye_knigi/planshet_samsung_galaxy_tab_active_2_8.0_sm-t395_16_1809061645?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/birsk/telefony/samsung_1804413625,25 000    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Самсунг,https://www.avito.ru/kurgan/telefony/samsung_1765678676,7 500    руб.,//69.img.avito.st/208x156/5914346169.jpg
SAMSUNG,https://www.avito.ru/sankt-peterburg/telefony/samsung_1584071742?slocation=621540,2 000    руб.,//31.img.avito.st/208x156/5381310731.jpg
Самсунг,https://www.avito.ru/leningradskaya_oblast_tolmachevo/telefony/samsung_1796167815,4 000    руб.,//64.img.avito.st/208x156/6229576764.jpg
КартриджиДляЛазерныхПринтеровимфуНовые,https://www.avito.ru/chelyabinsk/orgtehnika_i_rashodniki/kartridzhi_dlya_lazernyh_printerov_i_mfu_novye_1796427000?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Стиральнаямашина,https://www.avito.ru/rostov-na-donu/bytovaya_tehnika/stiralnaya_mashina_1806853064,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Ремонтстиральныхмашинремонтхолодильников,https://www.avito.ru/bryansk/predlozheniya_uslug/remont_stiralnyh_mashin_-_remont_holodilnikov_1028190805,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Самсунг,https://www.avito.ru/cherkessk/telefony/samsung_1818701296?slocation=621540,5 500    руб.,//64.img.avito.st/208x156/6220891264.jpg
SAMSUNG,https://www.avito.ru/amurskaya_oblast_svobodnyy/telefony/samsung_1042887878,4 500    руб.,//13.img.avito.st/208x156/4578863913.jpg
Самсунг,https://www.avito.ru/tula/telefony/samsung_1788989711,4 500    руб.,//14.img.avito.st/208x156/5732657614.jpg
Самсунг,https://www.avito.ru/sochi/telefony/samsung_1820463613,2 500    руб.,//89.img.avito.st/208x156/6080248989.jpg
SAMSUNG,https://www.avito.ru/verhnedneprovskiy/telefony/samsung_1812985541,500    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/timashevsk/telefony/samsung_1783517715,5 000    руб.,//50.img.avito.st/208x156/5949471750.jpg
SAMSUNG,https://www.avito.ru/ekaterinburg/telefony/samsung_1127229542?slocation=621540,1 000    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/moskva/telefony/samsung_1361203201,7 490    руб.,//57.img.avito.st/208x156/5373307357.jpg
Samsung5660,https://www.avito.ru/kazan/telefony/samsung5660_1805314911?slocation=621540,500    руб.,//99.img.avito.st/208x156/6229242599.jpg
Самсунг,https://www.avito.ru/saratov/telefony/samsung_1796536732,400    руб.,//40.img.avito.st/208x156/6229211340.jpg
Самсунг,https://www.avito.ru/gukovo/telefony/samsung_1818084409,8 500    руб.,//77.img.avito.st/208x156/6081897677.jpg
SAMSUNG,https://www.avito.ru/izhevsk/telefony/samsung_1520835884?slocation=621540,5 000    руб.,//08.img.avito.st/208x156/4730004308.jpg
SAMSUNG,https://www.avito.ru/dubovoe/telefony/samsung_1795948984,1 000    руб.,//60.img.avito.st/208x156/6229158260.jpg
SAMSUNG,https://www.avito.ru/izhevsk/telefony/samsung_1801062399,11 000    руб.,//32.img.avito.st/208x156/6224149932.jpg
Самсунгкакойто,https://www.avito.ru/tolyatti/telefony/samsung_kakoy_to_1792423150?slocation=621540,1 700    руб.,//49.img.avito.st/208x156/6229101849.jpg
Самсунг,https://www.avito.ru/leningradskaya_oblast_otradnoe/telefony/samsung_1647741852,3 999    руб.,//19.img.avito.st/208x156/4842245419.jpg
SAMSUNG,https://www.avito.ru/izhevsk/telefony/samsung_1804520981?slocation=621540,4 000    руб.,//42.img.avito.st/208x156/6229064442.jpg
SAMSUNG,https://www.avito.ru/sankt-peterburg/telefony/samsung_1293420659?slocation=621540,150    руб.,//14.img.avito.st/208x156/5310633914.jpg
Самсунг,https://www.avito.ru/chelyabinsk/telefony/samsung_1791284288,5 000    руб.,//24.img.avito.st/208x156/6081051724.jpg
SAMSUNG,https://www.avito.ru/hasavyurt/telefony/samsung_1796726006,5 000    руб.,//51.img.avito.st/208x156/6228928551.jpg
SAMSUNG,https://www.avito.ru/mytischi/telefony/samsung_1800751341?slocation=621540,1 000    руб.,//81.img.avito.st/208x156/6227579481.jpg
SAMSUNG,https://www.avito.ru/vologda/telefony/samsung_1786308874?slocation=621540,8 999    руб.,//78.img.avito.st/208x156/5951730278.jpg
SAMSUNG,https://www.avito.ru/velikiy_novgorod/telefony/samsung_1813207154?slocation=621540,5 000    руб.,//15.img.avito.st/208x156/6219541315.jpg
SAMSUNG,https://www.avito.ru/hasavyurt/telefony/samsung_1792218437,1 000    руб.,//66.img.avito.st/208x156/6228909566.jpg
SAMSUNG,https://www.avito.ru/klintsy/telefony/samsung_1809301387?slocation=621540,8 200    руб.,//64.img.avito.st/208x156/6219477464.jpg
SAMSUNG,https://www.avito.ru/michurinsk/telefony/samsung_1794578224?slocation=621540,1 000    руб.,//62.img.avito.st/208x156/6058812662.jpg
SAMSUNG,https://www.avito.ru/volgogradskaya_oblast_volzhskiy/telefony/samsung_1586756426,1 200    руб.,//00.img.avito.st/208x156/5476815100.jpg
SAMSUNG,https://www.avito.ru/krasnodar/telefony/samsung_1587462341?slocation=621540,13 000    руб.,//29.img.avito.st/208x156/5504055629.jpg
SAMSUNG,https://www.avito.ru/ekaterinburg/telefony/samsung_1290226147,4 000    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Самсунг,https://www.avito.ru/ivanovo/telefony/samsung_1817033713,4 000    руб.,//71.img.avito.st/208x156/6223148771.jpg
Самсунг,https://www.avito.ru/shahty/telefony/samsung_1802724186?slocation=621540,500    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/omsk/telefony/samsung_1708379836?slocation=621540,1 000    руб.,//91.img.avito.st/208x156/5428546391.jpg
SAMSUNG,https://www.avito.ru/tuapse/telefony/samsung_1797017138?slocation=621540,3 000    руб.,//52.img.avito.st/208x156/6222706152.jpg
